Receptor	TF	Key
CSF2RA	FOS	CSF2RA_FOS
CSF2RA	IKZF1	CSF2RA_IKZF1
CSF2RA	SHOX2	CSF2RA_SHOX2
CSF2RA	FOXP3	CSF2RA_FOXP3
CSF2RA	ABL1	CSF2RA_ABL1
CSF2RA	IRF5	CSF2RA_IRF5
CSF2RA	HOXB4	CSF2RA_HOXB4
CSF2RA	STAT3	CSF2RA_STAT3
CSF2RA	GFI1	CSF2RA_GFI1
CSF2RA	CEBPA	CSF2RA_CEBPA
CSF2RA	IKBKB	CSF2RA_IKBKB
CSF2RA	ATRX	CSF2RA_ATRX
CSF2RA	SLA2	CSF2RA_SLA2
CSF2RA	ETV6	CSF2RA_ETV6
CSF2RA	SHOX	CSF2RA_SHOX
CSF2RA	TFDP1	CSF2RA_TFDP1
CSF2RA	CEBPB	CSF2RA_CEBPB
CSF2RA	CEBPE	CSF2RA_CEBPE
CSF2RA	SPI1	CSF2RA_SPI1
CSF2RA	TAL1	CSF2RA_TAL1
CSF2RA	MYC	CSF2RA_MYC
CSF2RA	GFI1B	CSF2RA_GFI1B
CSF2RA	XBP1	CSF2RA_XBP1
CSF2RA	SPIB	CSF2RA_SPIB
CSF2RA	EGF	CSF2RA_EGF
CSF2RA	EBF1	CSF2RA_EBF1
CSF2RA	TBL1X	CSF2RA_TBL1X
CSF2RA	IRF4	CSF2RA_IRF4
CSF2RA	STAT6	CSF2RA_STAT6
CSF2RA	STAT5A	CSF2RA_STAT5A
CSF2RA	CREB5	CSF2RA_CREB5
CSF2RA	CIITA	CSF2RA_CIITA
CSF2RA	GATA2	CSF2RA_GATA2
CSF2RA	PAX5	CSF2RA_PAX5
CSF2RA	ID2	CSF2RA_ID2
OPRM1	STAT4	OPRM1_STAT4
OPRM1	JUN	OPRM1_JUN
OPRM1	NR3C2	OPRM1_NR3C2
OPRM1	FOSL1	OPRM1_FOSL1
OPRM1	NR3C1	OPRM1_NR3C1
OPRM1	FOS	OPRM1_FOS
OPRM1	BTF3	OPRM1_BTF3
OPRM1	SPEN	OPRM1_SPEN
OPRM1	POU2F1	OPRM1_POU2F1
OPRM1	TNFAIP3	OPRM1_TNFAIP3
OPRM1	TP53	OPRM1_TP53
OPRM1	CREB1	OPRM1_CREB1
OPRM1	BRPF1	OPRM1_BRPF1
OPRM1	CREM	OPRM1_CREM
OPRM1	NKX2-5	OPRM1_NKX2-5
OPRM1	YY1	OPRM1_YY1
OPRM1	COPS5	OPRM1_COPS5
OPRM1	NFKB1	OPRM1_NFKB1
OPRM1	SP1	OPRM1_SP1
OPRM1	CREBBP	OPRM1_CREBBP
OPRM1	MECP2	OPRM1_MECP2
OPRM1	ESR1	OPRM1_ESR1
OPRM1	PARP1	OPRM1_PARP1
OPRM1	PITX3	OPRM1_PITX3
OPRM1	EGF	OPRM1_EGF
OPRM1	SF1	OPRM1_SF1
OPRM1	EBF1	OPRM1_EBF1
OPRM1	FOSB	OPRM1_FOSB
OPRM1	PPARGC1A	OPRM1_PPARGC1A
OPRM1	PKNOX1	OPRM1_PKNOX1
OPRM1	STAT6	OPRM1_STAT6
OPRM1	EP300	OPRM1_EP300
OPRM1	MSC	OPRM1_MSC
OPRM1	ESR2	OPRM1_ESR2
OPRM1	SOX10	OPRM1_SOX10
OPRM1	IRF5	OPRM1_IRF5
OPRM1	HOXB4	OPRM1_HOXB4
OPRM1	MDM2	OPRM1_MDM2
OPRM1	DLX5	OPRM1_DLX5
OPRM1	REST	OPRM1_REST
OPRM1	STAT3	OPRM1_STAT3
OPRM1	DNMT1	OPRM1_DNMT1
OPRM1	NEUROD1	OPRM1_NEUROD1
OPRM1	NR1I2	OPRM1_NR1I2
OPRM1	RELA	OPRM1_RELA
OPRM1	SMARCA4	OPRM1_SMARCA4
OPRM1	MEN1	OPRM1_MEN1
OPRM1	EBF3	OPRM1_EBF3
OPRM1	CEBPD	OPRM1_CEBPD
OPRM1	CTNNB1	OPRM1_CTNNB1
OPRM1	MYC	OPRM1_MYC
OPRM1	EGR1	OPRM1_EGR1
OPRM1	NR4A2	OPRM1_NR4A2
OPRM1	HIF1A	OPRM1_HIF1A
LPAR3	JUN	LPAR3_JUN
LPAR3	FOS	LPAR3_FOS
LPAR3	POU2F3	LPAR3_POU2F3
LPAR3	NFKB1	LPAR3_NFKB1
LPAR3	NFKBIA	LPAR3_NFKBIA
LPAR3	ESR1	LPAR3_ESR1
LPAR3	EGF	LPAR3_EGF
LPAR3	HOXA10	LPAR3_HOXA10
LPAR3	KLF5	LPAR3_KLF5
LPAR3	TRIP6	LPAR3_TRIP6
LPAR3	MSX1	LPAR3_MSX1
LPAR3	PGR	LPAR3_PGR
LPAR3	RELA	LPAR3_RELA
LPAR3	PER2	LPAR3_PER2
LPAR3	MYC	LPAR3_MYC
LPAR3	SPIB	LPAR3_SPIB
LPAR3	TBX2	LPAR3_TBX2
LPAR3	MSX2	LPAR3_MSX2
CXCR6	STAT4	CXCR6_STAT4
CXCR6	RORA	CXCR6_RORA
CXCR6	MAF	CXCR6_MAF
CXCR6	STAT1	CXCR6_STAT1
CXCR6	IRF8	CXCR6_IRF8
CXCR6	STAT5B	CXCR6_STAT5B
CXCR6	TCF3	CXCR6_TCF3
CXCR6	TBX21	CXCR6_TBX21
CXCR6	ID3	CXCR6_ID3
CXCR6	RUNX3	CXCR6_RUNX3
CXCR6	TCF7	CXCR6_TCF7
CXCR6	EOMES	CXCR6_EOMES
CXCR6	BATF	CXCR6_BATF
CXCR6	FOXP3	CXCR6_FOXP3
CXCR6	ZNRD1	CXCR6_ZNRD1
CXCR6	TSG101	CXCR6_TSG101
CXCR6	ETS1	CXCR6_ETS1
CXCR6	STAT3	CXCR6_STAT3
CXCR6	TCF12	CXCR6_TCF12
CXCR6	ZBTB16	CXCR6_ZBTB16
CXCR6	AHR	CXCR6_AHR
CXCR6	RORC	CXCR6_RORC
CXCR6	IRF1	CXCR6_IRF1
CXCR6	NELFCD	CXCR6_NELFCD
CXCR6	BCL6	CXCR6_BCL6
CXCR6	EGF	CXCR6_EGF
CXCR6	NFIL3	CXCR6_NFIL3
CXCR6	PRDM1	CXCR6_PRDM1
CXCR6	IRF4	CXCR6_IRF4
CXCR6	GATA3	CXCR6_GATA3
CXCR6	STAT6	CXCR6_STAT6
CXCR6	STAT5A	CXCR6_STAT5A
CXCR6	KLF2	CXCR6_KLF2
CXCR6	EGR2	CXCR6_EGR2
CXCR6	ID2	CXCR6_ID2
SCN4A	NR3C2	SCN4A_NR3C2
SCN4A	NR3C1	SCN4A_NR3C1
SCN4A	CNBP	SCN4A_CNBP
SCN4A	FOXH1	SCN4A_FOXH1
SCN4A	NONO	SCN4A_NONO
SCN4A	SMARCA1	SCN4A_SMARCA1
SCN4A	SNAI1	SCN4A_SNAI1
SCN4A	SMAD3	SCN4A_SMAD3
SCN4A	SMAD2	SCN4A_SMAD2
SCN4A	MYF6	SCN4A_MYF6
SCN4A	ESR1	SCN4A_ESR1
SCN4A	ID2	SCN4A_ID2
SCN4A	SFPQ	SCN4A_SFPQ
SCN4A	STAT5B	SCN4A_STAT5B
SCN4A	NCOA1	SCN4A_NCOA1
SCN4A	KCNIP3	SCN4A_KCNIP3
SCN4A	GTF2B	SCN4A_GTF2B
SCN4A	NCOA4	SCN4A_NCOA4
SCN4A	APEX1	SCN4A_APEX1
SCN4A	SMAD4	SCN4A_SMAD4
SCN4A	RNF14	SCN4A_RNF14
SCN4A	PPARG	SCN4A_PPARG
SCN4A	JUN	SCN4A_JUN
SCN4A	MYCN	SCN4A_MYCN
SCN4A	TRRAP	SCN4A_TRRAP
SCN4A	ID1	SCN4A_ID1
SCN4A	TP53	SCN4A_TP53
SCN4A	YY1	SCN4A_YY1
SCN4A	CREBBP	SCN4A_CREBBP
SCN4A	MYOG	SCN4A_MYOG
SCN4A	MYOD1	SCN4A_MYOD1
SCN4A	PPARGC1A	SCN4A_PPARGC1A
SCN4A	STAT5A	SCN4A_STAT5A
SCN4A	CREB5	SCN4A_CREB5
SCN4A	EGR2	SCN4A_EGR2
SCN4A	SMAD7	SCN4A_SMAD7
SCN4A	SKIL	SCN4A_SKIL
SCN4A	ESR2	SCN4A_ESR2
SCN4A	CREG1	SCN4A_CREG1
SCN4A	PGR	SCN4A_PGR
SCN4A	SMAD1	SCN4A_SMAD1
SCN4A	AR	SCN4A_AR
SCN4A	NCOA2	SCN4A_NCOA2
SCN4A	NOTCH3	SCN4A_NOTCH3
SCN4A	SNAI2	SCN4A_SNAI2
SCN4A	SMURF2	SCN4A_SMURF2
SCN4A	FOXA2	SCN4A_FOXA2
SCN4A	NFKBIZ	SCN4A_NFKBIZ
CD44	PPARD	CD44_PPARD
CD44	AIRE	CD44_AIRE
CD44	E2F1	CD44_E2F1
CD44	HDGF	CD44_HDGF
CD44	ARNT	CD44_ARNT
CD44	IFI16	CD44_IFI16
CD44	RB1CC1	CD44_RB1CC1
CD44	JUND	CD44_JUND
CD44	MAF	CD44_MAF
CD44	RUNX2	CD44_RUNX2
CD44	NR3C1	CD44_NR3C1
CD44	APC	CD44_APC
CD44	YBX1	CD44_YBX1
CD44	HIPK2	CD44_HIPK2
CD44	STAT2	CD44_STAT2
CD44	GATA1	CD44_GATA1
CD44	HOXA5	CD44_HOXA5
CD44	HAND2	CD44_HAND2
CD44	PAX3	CD44_PAX3
CD44	HHEX	CD44_HHEX
CD44	HOXC8	CD44_HOXC8
CD44	TRAF6	CD44_TRAF6
CD44	NFAT5	CD44_NFAT5
CD44	BATF	CD44_BATF
CD44	RUNX1	CD44_RUNX1
CD44	TSG101	CD44_TSG101
CD44	SP7	CD44_SP7
CD44	HIC1	CD44_HIC1
CD44	GABPA	CD44_GABPA
CD44	TNFAIP3	CD44_TNFAIP3
CD44	RBL2	CD44_RBL2
CD44	IRF9	CD44_IRF9
CD44	PTTG1	CD44_PTTG1
CD44	PCGF2	CD44_PCGF2
CD44	MYB	CD44_MYB
CD44	XRCC5	CD44_XRCC5
CD44	CREM	CD44_CREM
CD44	HDAC3	CD44_HDAC3
CD44	PAX2	CD44_PAX2
CD44	E2F7	CD44_E2F7
CD44	COPS5	CD44_COPS5
CD44	AHR	CD44_AHR
CD44	SMARCA1	CD44_SMARCA1
CD44	NFKBIA	CD44_NFKBIA
CD44	MLLT3	CD44_MLLT3
CD44	SP1	CD44_SP1
CD44	FOXQ1	CD44_FOXQ1
CD44	E2F8	CD44_E2F8
CD44	NANOG	CD44_NANOG
CD44	CTCF	CD44_CTCF
CD44	SNAI1	CD44_SNAI1
CD44	SMAD3	CD44_SMAD3
CD44	FOXF1	CD44_FOXF1
CD44	RORC	CD44_RORC
CD44	SMAD2	CD44_SMAD2
CD44	ATF3	CD44_ATF3
CD44	HDAC2	CD44_HDAC2
CD44	NCOR1	CD44_NCOR1
CD44	ESR1	CD44_ESR1
CD44	IRF1	CD44_IRF1
CD44	ERCC2	CD44_ERCC2
CD44	NFIA	CD44_NFIA
CD44	SF1	CD44_SF1
CD44	NFIL3	CD44_NFIL3
CD44	HOXA10	CD44_HOXA10
CD44	HMGA1	CD44_HMGA1
CD44	EPAS1	CD44_EPAS1
CD44	SUZ12	CD44_SUZ12
CD44	HOXB7	CD44_HOXB7
CD44	RAD51	CD44_RAD51
CD44	IRF4	CD44_IRF4
CD44	GATA3	CD44_GATA3
CD44	NR2F2	CD44_NR2F2
CD44	CBFA2T3	CD44_CBFA2T3
CD44	KLF4	CD44_KLF4
CD44	LMO2	CD44_LMO2
CD44	TRIM22	CD44_TRIM22
CD44	NFATC2	CD44_NFATC2
CD44	WT1	CD44_WT1
CD44	ID2	CD44_ID2
CD44	NEUROG3	CD44_NEUROG3
CD44	ARID1A	CD44_ARID1A
CD44	PAX6	CD44_PAX6
CD44	GLI3	CD44_GLI3
CD44	STAT1	CD44_STAT1
CD44	SATB2	CD44_SATB2
CD44	STAT5B	CD44_STAT5B
CD44	MEF2C	CD44_MEF2C
CD44	TCF3	CD44_TCF3
CD44	ID4	CD44_ID4
CD44	ELF3	CD44_ELF3
CD44	HOXA9	CD44_HOXA9
CD44	RUNX3	CD44_RUNX3
CD44	SP100	CD44_SP100
CD44	BMI1	CD44_BMI1
CD44	NCOA1	CD44_NCOA1
CD44	ATM	CD44_ATM
CD44	RXRA	CD44_RXRA
CD44	GATA5	CD44_GATA5
CD44	TCF7	CD44_TCF7
CD44	MTA2	CD44_MTA2
CD44	IRF3	CD44_IRF3
CD44	PITX2	CD44_PITX2
CD44	DNMT3L	CD44_DNMT3L
CD44	WWTR1	CD44_WWTR1
CD44	FOXO1	CD44_FOXO1
CD44	MSX1	CD44_MSX1
CD44	ABL1	CD44_ABL1
CD44	SOX10	CD44_SOX10
CD44	HOXB4	CD44_HOXB4
CD44	PDX1	CD44_PDX1
CD44	TCF12	CD44_TCF12
CD44	ZBTB16	CD44_ZBTB16
CD44	FOXN1	CD44_FOXN1
CD44	PAX1	CD44_PAX1
CD44	OLIG2	CD44_OLIG2
CD44	NFIX	CD44_NFIX
CD44	NEUROD1	CD44_NEUROD1
CD44	KLF6	CD44_KLF6
CD44	SIRT2	CD44_SIRT2
CD44	REL	CD44_REL
CD44	TP53BP1	CD44_TP53BP1
CD44	ZEB2	CD44_ZEB2
CD44	SPDEF	CD44_SPDEF
CD44	ETS2	CD44_ETS2
CD44	TBX5	CD44_TBX5
CD44	TBX3	CD44_TBX3
CD44	SIRT1	CD44_SIRT1
CD44	CTNNB1	CD44_CTNNB1
CD44	KLF8	CD44_KLF8
CD44	GATA4	CD44_GATA4
CD44	ELF4	CD44_ELF4
CD44	SOX5	CD44_SOX5
CD44	MYC	CD44_MYC
CD44	EGR1	CD44_EGR1
CD44	HDAC1	CD44_HDAC1
CD44	SPIB	CD44_SPIB
CD44	BCL6	CD44_BCL6
CD44	APBB1	CD44_APBB1
CD44	SALL4	CD44_SALL4
CD44	SMAD4	CD44_SMAD4
CD44	FOXJ1	CD44_FOXJ1
CD44	EWSR1	CD44_EWSR1
CD44	ASCL1	CD44_ASCL1
CD44	NCOR2	CD44_NCOR2
CD44	MTA1	CD44_MTA1
CD44	PRDM1	CD44_PRDM1
CD44	HOPX	CD44_HOPX
CD44	TCF7L2	CD44_TCF7L2
CD44	KLF2	CD44_KLF2
CD44	E2F4	CD44_E2F4
CD44	PPARG	CD44_PPARG
CD44	FHL2	CD44_FHL2
CD44	SRSF1	CD44_SRSF1
CD44	FOXM1	CD44_FOXM1
CD44	ING1	CD44_ING1
CD44	MSX2	CD44_MSX2
CD44	STAT4	CD44_STAT4
CD44	JUN	CD44_JUN
CD44	FOSL1	CD44_FOSL1
CD44	MYCN	CD44_MYCN
CD44	DDX5	CD44_DDX5
CD44	MEIS1	CD44_MEIS1
CD44	TBX21	CD44_TBX21
CD44	FOXL1	CD44_FOXL1
CD44	NKX2-1	CD44_NKX2-1
CD44	CITED2	CD44_CITED2
CD44	ID3	CD44_ID3
CD44	ID1	CD44_ID1
CD44	SOX9	CD44_SOX9
CD44	NFE2L2	CD44_NFE2L2
CD44	FOS	CD44_FOS
CD44	PAX4	CD44_PAX4
CD44	MAFB	CD44_MAFB
CD44	SOX11	CD44_SOX11
CD44	BPTF	CD44_BPTF
CD44	PAX8	CD44_PAX8
CD44	FOXP3	CD44_FOXP3
CD44	WDR5	CD44_WDR5
CD44	XRCC6	CD44_XRCC6
CD44	NFKB2	CD44_NFKB2
CD44	IRF2	CD44_IRF2
CD44	E2F5	CD44_E2F5
CD44	MITF	CD44_MITF
CD44	DEK	CD44_DEK
CD44	RFX2	CD44_RFX2
CD44	TP53	CD44_TP53
CD44	E4F1	CD44_E4F1
CD44	CREB1	CD44_CREB1
CD44	FOXP1	CD44_FOXP1
CD44	TBP	CD44_TBP
CD44	RB1	CD44_RB1
CD44	GFI1	CD44_GFI1
CD44	FOSL2	CD44_FOSL2
CD44	EGR3	CD44_EGR3
CD44	SP3	CD44_SP3
CD44	KLF1	CD44_KLF1
CD44	NFRKB	CD44_NFRKB
CD44	NKX2-5	CD44_NKX2-5
CD44	SOX6	CD44_SOX6
CD44	YY1	CD44_YY1
CD44	BRCA2	CD44_BRCA2
CD44	ETV6	CD44_ETV6
CD44	NR4A3	CD44_NR4A3
CD44	NFKB1	CD44_NFKB1
CD44	MDM4	CD44_MDM4
CD44	TFDP1	CD44_TFDP1
CD44	GATA6	CD44_GATA6
CD44	ASXL1	CD44_ASXL1
CD44	HTATIP2	CD44_HTATIP2
CD44	HEY2	CD44_HEY2
CD44	MAML1	CD44_MAML1
CD44	HES1	CD44_HES1
CD44	TP73	CD44_TP73
CD44	JUNB	CD44_JUNB
CD44	HNF1A	CD44_HNF1A
CD44	TAF1	CD44_TAF1
CD44	E2F2	CD44_E2F2
CD44	TAL1	CD44_TAL1
CD44	HNF4A	CD44_HNF4A
CD44	CREBBP	CD44_CREBBP
CD44	PARP1	CD44_PARP1
CD44	XBP1	CD44_XBP1
CD44	MYOG	CD44_MYOG
CD44	GLI2	CD44_GLI2
CD44	BACH2	CD44_BACH2
CD44	MYOD1	CD44_MYOD1
CD44	NCOA3	CD44_NCOA3
CD44	EGF	CD44_EGF
CD44	POU5F1	CD44_POU5F1
CD44	PTF1A	CD44_PTF1A
CD44	BARD1	CD44_BARD1
CD44	VDR	CD44_VDR
CD44	MCM2	CD44_MCM2
CD44	EBF1	CD44_EBF1
CD44	PROX1	CD44_PROX1
CD44	TWIST2	CD44_TWIST2
CD44	FOSB	CD44_FOSB
CD44	LIN28A	CD44_LIN28A
CD44	NFATC1	CD44_NFATC1
CD44	NKX3-1	CD44_NKX3-1
CD44	STAT6	CD44_STAT6
CD44	TWIST1	CD44_TWIST1
CD44	STAT5A	CD44_STAT5A
CD44	TFAP2C	CD44_TFAP2C
CD44	ETV4	CD44_ETV4
CD44	FOXO3	CD44_FOXO3
CD44	MYBL1	CD44_MYBL1
CD44	EGR2	CD44_EGR2
CD44	CIITA	CD44_CIITA
CD44	KLF5	CD44_KLF5
CD44	HMGA2	CD44_HMGA2
CD44	SMAD7	CD44_SMAD7
CD44	KAT5	CD44_KAT5
CD44	EHMT2	CD44_EHMT2
CD44	RORA	CD44_RORA
CD44	NF1	CD44_NF1
CD44	TRPS1	CD44_TRPS1
CD44	ZNF202	CD44_ZNF202
CD44	SOX17	CD44_SOX17
CD44	SATB1	CD44_SATB1
CD44	IRF8	CD44_IRF8
CD44	E2F3	CD44_E2F3
CD44	MYOCD	CD44_MYOCD
CD44	SOX2	CD44_SOX2
CD44	ING2	CD44_ING2
CD44	TCF4	CD44_TCF4
CD44	BCL3	CD44_BCL3
CD44	EHF	CD44_EHF
CD44	IRF7	CD44_IRF7
CD44	NFATC3	CD44_NFATC3
CD44	EP300	CD44_EP300
CD44	PREB	CD44_PREB
CD44	LEF1	CD44_LEF1
CD44	SOX4	CD44_SOX4
CD44	FOXA1	CD44_FOXA1
CD44	IKZF1	CD44_IKZF1
CD44	LYL1	CD44_LYL1
CD44	HEY1	CD44_HEY1
CD44	EOMES	CD44_EOMES
CD44	DNMT3A	CD44_DNMT3A
CD44	RELB	CD44_RELB
CD44	ESR2	CD44_ESR2
CD44	TP63	CD44_TP63
CD44	SIX1	CD44_SIX1
CD44	IRF5	CD44_IRF5
CD44	MDM2	CD44_MDM2
CD44	ETS1	CD44_ETS1
CD44	DLX5	CD44_DLX5
CD44	STAT3	CD44_STAT3
CD44	CDX2	CD44_CDX2
CD44	ISL1	CD44_ISL1
CD44	CREG1	CD44_CREG1
CD44	DNMT1	CD44_DNMT1
CD44	CEBPA	CD44_CEBPA
CD44	IKBKB	CD44_IKBKB
CD44	FOXE1	CD44_FOXE1
CD44	TFAP2A	CD44_TFAP2A
CD44	RARB	CD44_RARB
CD44	PGR	CD44_PGR
CD44	RELA	CD44_RELA
CD44	CEBPB	CD44_CEBPB
CD44	NR4A1	CD44_NR4A1
CD44	BRCA1	CD44_BRCA1
CD44	FOXC2	CD44_FOXC2
CD44	TRIM25	CD44_TRIM25
CD44	AR	CD44_AR
CD44	SPI1	CD44_SPI1
CD44	SMARCA4	CD44_SMARCA4
CD44	HDAC4	CD44_HDAC4
CD44	FOXC1	CD44_FOXC1
CD44	NCOA2	CD44_NCOA2
CD44	NOTCH3	CD44_NOTCH3
CD44	CEBPD	CD44_CEBPD
CD44	GLI1	CD44_GLI1
CD44	ZEB1	CD44_ZEB1
CD44	CDX1	CD44_CDX1
CD44	DACH1	CD44_DACH1
CD44	SNAI2	CD44_SNAI2
CD44	FUS	CD44_FUS
CD44	BCL11A	CD44_BCL11A
CD44	NPM1	CD44_NPM1
CD44	NELFCD	CD44_NELFCD
CD44	KAT2B	CD44_KAT2B
CD44	IRF6	CD44_IRF6
CD44	EZH2	CD44_EZH2
CD44	RARA	CD44_RARA
CD44	HIF1A	CD44_HIF1A
CD44	DDIT3	CD44_DDIT3
CD44	ETV5	CD44_ETV5
CD44	PML	CD44_PML
CD44	RBL1	CD44_RBL1
CD44	FOXO4	CD44_FOXO4
CD44	SMARCB1	CD44_SMARCB1
CD44	FOXA2	CD44_FOXA2
CD44	ENO1	CD44_ENO1
CD44	FOXG1	CD44_FOXG1
CD44	NKX2-2	CD44_NKX2-2
CD44	NFKBIZ	CD44_NFKBIZ
CD44	RBPJ	CD44_RBPJ
CD44	E2F6	CD44_E2F6
CD44	GATA2	CD44_GATA2
CD44	HINFP	CD44_HINFP
CD44	KHDRBS1	CD44_KHDRBS1
CD44	PAX5	CD44_PAX5
CD36	PPARD	CD36_PPARD
CD36	BTG2	CD36_BTG2
CD36	MED15	CD36_MED15
CD36	TP53	CD36_TP53
CD36	SCD5	CD36_SCD5
CD36	HDAC3	CD36_HDAC3
CD36	SP3	CD36_SP3
CD36	AHR	CD36_AHR
CD36	NR4A3	CD36_NR4A3
CD36	NR1H4	CD36_NR1H4
CD36	NR0B2	CD36_NR0B2
CD36	MED23	CD36_MED23
CD36	NCOR1	CD36_NCOR1
CD36	CREBBP	CD36_CREBBP
CD36	IRF1	CD36_IRF1
CD36	SUGP1	CD36_SUGP1
CD36	SREBF1	CD36_SREBF1
CD36	NCOA3	CD36_NCOA3
CD36	EGF	CD36_EGF
CD36	CEBPG	CD36_CEBPG
CD36	MCM2	CD36_MCM2
CD36	NR1H3	CD36_NR1H3
CD36	TBL1X	CD36_TBL1X
CD36	PPARA	CD36_PPARA
CD36	PPARGC1A	CD36_PPARGC1A
CD36	RAD51	CD36_RAD51
CD36	EP300	CD36_EP300
CD36	NCOA1	CD36_NCOA1
CD36	RXRA	CD36_RXRA
CD36	FOXO1	CD36_FOXO1
CD36	MED1	CD36_MED1
CD36	STAT3	CD36_STAT3
CD36	SEC14L2	CD36_SEC14L2
CD36	CEBPA	CD36_CEBPA
CD36	NR1I3	CD36_NR1I3
CD36	NR1I2	CD36_NR1I2
CD36	SIRT3	CD36_SIRT3
CD36	CEBPB	CD36_CEBPB
CD36	SPI1	CD36_SPI1
CD36	NRF1	CD36_NRF1
CD36	SIRT1	CD36_SIRT1
CD36	NCOA2	CD36_NCOA2
CD36	NR1H2	CD36_NR1H2
CD36	NCOA6	CD36_NCOA6
CD36	MLXIPL	CD36_MLXIPL
CD36	NCOR2	CD36_NCOR2
CD36	ENO1	CD36_ENO1
CD36	PPARG	CD36_PPARG
CD36	SREBF2	CD36_SREBF2
TMEM8A	RFWD2	TMEM8A_RFWD2
TMEM8A	FOXH1	TMEM8A_FOXH1
TMEM8A	LDB1	TMEM8A_LDB1
TMEM8A	KLF1	TMEM8A_KLF1
TMEM8A	NFE2	TMEM8A_NFE2
TMEM8A	BACH2	TMEM8A_BACH2
BMPR1B	E2F1	BMPR1B_E2F1
BMPR1B	RUNX2	BMPR1B_RUNX2
BMPR1B	APC	BMPR1B_APC
BMPR1B	WWP1	BMPR1B_WWP1
BMPR1B	GATA1	BMPR1B_GATA1
BMPR1B	PAX3	BMPR1B_PAX3
BMPR1B	TBX20	BMPR1B_TBX20
BMPR1B	TRAF6	BMPR1B_TRAF6
BMPR1B	ONECUT1	BMPR1B_ONECUT1
BMPR1B	SP7	BMPR1B_SP7
BMPR1B	RBL2	BMPR1B_RBL2
BMPR1B	FOXH1	BMPR1B_FOXH1
BMPR1B	FOXD3	BMPR1B_FOXD3
BMPR1B	PAX2	BMPR1B_PAX2
BMPR1B	TRIB3	BMPR1B_TRIB3
BMPR1B	SMARCA1	BMPR1B_SMARCA1
BMPR1B	MLLT3	BMPR1B_MLLT3
BMPR1B	NANOG	BMPR1B_NANOG
BMPR1B	SNAI1	BMPR1B_SNAI1
BMPR1B	SMAD3	BMPR1B_SMAD3
BMPR1B	MEF2B	BMPR1B_MEF2B
BMPR1B	SMAD2	BMPR1B_SMAD2
BMPR1B	DLX3	BMPR1B_DLX3
BMPR1B	ZIC1	BMPR1B_ZIC1
BMPR1B	NCOR1	BMPR1B_NCOR1
BMPR1B	ESR1	BMPR1B_ESR1
BMPR1B	PBX1	BMPR1B_PBX1
BMPR1B	NFIA	BMPR1B_NFIA
BMPR1B	KLF11	BMPR1B_KLF11
BMPR1B	NR1H3	BMPR1B_NR1H3
BMPR1B	ATOH1	BMPR1B_ATOH1
BMPR1B	RAD51	BMPR1B_RAD51
BMPR1B	GATA3	BMPR1B_GATA3
BMPR1B	NR2F2	BMPR1B_NR2F2
BMPR1B	KLF4	BMPR1B_KLF4
BMPR1B	ID2	BMPR1B_ID2
BMPR1B	PAX6	BMPR1B_PAX6
BMPR1B	GLI3	BMPR1B_GLI3
BMPR1B	STAT1	BMPR1B_STAT1
BMPR1B	MEF2D	BMPR1B_MEF2D
BMPR1B	STAT5B	BMPR1B_STAT5B
BMPR1B	MEF2C	BMPR1B_MEF2C
BMPR1B	ID4	BMPR1B_ID4
BMPR1B	FOXL2	BMPR1B_FOXL2
BMPR1B	HOXA9	BMPR1B_HOXA9
BMPR1B	PITX1	BMPR1B_PITX1
BMPR1B	RUNX3	BMPR1B_RUNX3
BMPR1B	BMI1	BMPR1B_BMI1
BMPR1B	RXRA	BMPR1B_RXRA
BMPR1B	GATA5	BMPR1B_GATA5
BMPR1B	TGIF1	BMPR1B_TGIF1
BMPR1B	PITX2	BMPR1B_PITX2
BMPR1B	OTX2	BMPR1B_OTX2
BMPR1B	FOXO1	BMPR1B_FOXO1
BMPR1B	MSX1	BMPR1B_MSX1
BMPR1B	SOX10	BMPR1B_SOX10
BMPR1B	ZBTB16	BMPR1B_ZBTB16
BMPR1B	OLIG2	BMPR1B_OLIG2
BMPR1B	NEUROD1	BMPR1B_NEUROD1
BMPR1B	ZEB2	BMPR1B_ZEB2
BMPR1B	TBX3	BMPR1B_TBX3
BMPR1B	TSC22D1	BMPR1B_TSC22D1
BMPR1B	RFXANK	BMPR1B_RFXANK
BMPR1B	CTNNB1	BMPR1B_CTNNB1
BMPR1B	GATA4	BMPR1B_GATA4
BMPR1B	SOX5	BMPR1B_SOX5
BMPR1B	MEIS2	BMPR1B_MEIS2
BMPR1B	MYC	BMPR1B_MYC
BMPR1B	LHX2	BMPR1B_LHX2
BMPR1B	ZIC2	BMPR1B_ZIC2
BMPR1B	MEF2A	BMPR1B_MEF2A
BMPR1B	SMAD4	BMPR1B_SMAD4
BMPR1B	FOXJ1	BMPR1B_FOXJ1
BMPR1B	ASCL1	BMPR1B_ASCL1
BMPR1B	E2F4	BMPR1B_E2F4
BMPR1B	CTBP1	BMPR1B_CTBP1
BMPR1B	MSX2	BMPR1B_MSX2
BMPR1B	JUN	BMPR1B_JUN
BMPR1B	MEIS1	BMPR1B_MEIS1
BMPR1B	KLF10	BMPR1B_KLF10
BMPR1B	NKX2-1	BMPR1B_NKX2-1
BMPR1B	ID3	BMPR1B_ID3
BMPR1B	ID1	BMPR1B_ID1
BMPR1B	SOX9	BMPR1B_SOX9
